,flux,lambda_obs,lambda_rest
40488,1.2508299,7146.733439391043,7170.6123
40489,1.2534424,7146.851209955246,7170.7305
40490,1.252132,7146.968980519449,7170.8486
40491,1.252132,7147.0906443254435,7170.9707
40492,1.2552605,7147.2084148896465,7171.089
40493,1.2552605,7147.32618545385,7171.207
40494,1.2565368,7147.447849259845,7171.329
40495,1.2563642,7147.565133168823,7171.447
40496,1.2591468,7147.686796974818,7171.569
40497,1.2593244,7147.80456753902,7171.687
40498,1.2593244,7147.922338103223,7171.805
40499,1.2593244,7148.044001909218,7171.9272
40500,1.2593244,7148.1617724734215,7172.0454
40501,1.2561097,7148.283436279416,7172.1675
40502,1.2561097,7148.401206843619,7172.2856
40503,1.2555118,7148.518977407822,7172.404
40504,1.2573426,7148.640641213817,7172.526
40505,1.2573426,7148.758411778019,7172.644
40506,1.2557571,7148.876182342222,7172.762
40507,1.2557571,7148.997846148217,7172.8843
40508,1.2544675,7149.11561671242,7173.0024
40509,1.2548451,7149.237280518414,7173.1245
40510,1.2496777,7149.355051082617,7173.2427
40511,1.2480398,7149.47282164682,7173.361
40512,1.2480398,7149.594485452814,7173.483
40513,1.2480398,7149.712256017017,7173.601
40514,1.2480398,7149.83002658122,7173.719
40515,1.2489209,7149.951690387215,7173.8413
40516,1.2489209,7150.069460951418,7173.9595
40517,1.2482375,7150.191124757413,7174.0815
40518,1.2478107,7150.308895321616,7174.1997
40519,1.2476134,7150.426665885819,7174.318
40520,1.2471889,7150.548329691813,7174.44
40521,1.2471889,7150.666100256016,7174.558
40522,1.2462555,7150.787764062011,7174.68
40523,1.2462555,7150.905534626214,7174.7983
40524,1.247179,7151.023305190416,7174.9165
40525,1.2469894,7151.144968996411,7175.0386
40526,1.2469894,7151.262739560614,7175.1567
40527,1.2469894,7151.380510124817,7175.275
40528,1.2469894,7151.502173930811,7175.397
40529,1.2490296,7151.619944495014,7175.515
40530,1.2490296,7151.741608301009,7175.637
40531,1.2472606,7151.8593788652115,7175.7554
40532,1.2472606,7151.977149429415,7175.8735
40533,1.2471225,7152.09881323541,7175.9956
40534,1.247047,7152.216583799613,7176.114
40535,1.247047,7152.334354363815,7176.232
40536,1.2429559,7152.45601816981,7176.354
40537,1.2429559,7152.573788734013,7176.472
40538,1.2424456,7152.695939195231,7176.5947
40539,1.2426193,7152.8137097594345,7176.713
40540,1.2426193,7152.9314803236375,7176.831
40541,1.2426193,7153.053144129632,7176.953
40542,1.2426193,7153.170914693835,7177.0713
40543,1.243228,7153.288685258038,7177.1895
40544,1.243228,7153.410349064033,7177.3115
40545,1.2418553,7153.528119628235,7177.4297
40546,1.2418553,7153.64978343423,7177.552
40547,1.2401391,7153.767553998433,7177.67
40548,1.2399467,7153.88581121786,7177.7886
40549,1.2394688,7154.007475023855,7177.9106
40550,1.2375132,7154.125245588057,7178.029
40551,1.2383683,7154.246909394052,7178.151
40552,1.2396116,7154.364679958255,7178.269
40553,1.2396116,7154.482450522458,7178.387
40554,1.2396116,7154.604114328452,7178.5093
40555,1.2396116,7154.722371547879,7178.628
40556,1.2396116,7154.840142112082,7178.746
40557,1.2348807,7154.961805918077,7178.868
40558,1.2344137,7155.07957648228,7178.9863
40559,1.2338194,7155.201240288274,7179.1084
40560,1.2338194,7155.319010852477,7179.2266
40561,1.2344664,7155.437268071904,7179.345
40562,1.2344664,7155.558931877898,7179.4673
40563,1.2362046,7155.6767024421015,7179.5854
40564,1.2367878,7155.7944730063045,7179.7036
40565,1.2366894,7155.916136812299,7179.8257
40566,1.2308935,7156.034394031726,7179.9443
40567,1.2308935,7156.15605783772,7180.0664
40568,1.2308935,7156.273828401923,7180.1846
40569,1.2308935,7156.391598966126,7180.3027
40570,1.2299856,7156.513262772121,7180.425
40571,1.2299856,7156.631519991548,7180.5435
40572,1.2295364,7156.749290555751,7180.6616
40573,1.2305447,7156.870954361745,7180.7837
40574,1.2305447,7156.988724925948,7180.902
40575,1.229911,7157.110875387167,7181.0244
40576,1.229911,7157.22864595137,7181.1426
40577,1.2270602,7157.346416515573,7181.2607
40578,1.2270175,7157.468080321567,7181.383
40579,1.2262683,7157.58585088577,7181.501
40580,1.2235811,7157.708001346989,7181.6235
40581,1.2235811,7157.825771911192,7181.7417
40582,1.2235811,7157.943542475395,7181.86
40583,1.2235811,7158.065692936613,7181.9824
40584,1.225631,7158.183463500816,7182.1006
40585,1.225631,7158.301234065019,7182.2188
40586,1.2247137,7158.422897871013,7182.341
40587,1.2210139,7158.541155090441,7182.4595
40588,1.2191888,7158.662818896435,7182.5815
40589,1.2185333,7158.780589460638,7182.6997
40590,1.2185333,7158.898846680065,7182.8184
40591,1.2183006,7159.02051048606,7182.9404
40592,1.2183006,7159.138281050263,7183.0586
40593,1.2189612,7159.256051614465,7183.177
40594,1.2189232,7159.378202075684,7183.2993
40595,1.2189232,7159.4959726398865,7183.4175
40596,1.2189232,7159.6176364458815,7183.5396
40597,1.2189232,7159.735893665308,7183.658
40598,1.2170056,7159.853664229511,7183.7764
40599,1.2170056,7159.975328035506,7183.8984
40600,1.2184694,7160.093585254933,7184.017
40601,1.2184694,7160.211355819136,7184.1353
40602,1.2193509,7160.33301962513,7184.2573
40603,1.2193078,7160.4512768445575,7184.376
40604,1.2193078,7160.572940650552,7184.498
40605,1.220075,7160.691197869979,7184.6167
40606,1.220075,7160.808968434181,7184.735
40607,1.2197444,7160.930632240176,7184.857
40608,1.2211205,7161.048889459603,7184.9756
40609,1.2211205,7161.170553265598,7185.0977
40610,1.2211205,7161.288323829801,7185.216
40611,1.2211205,7161.4065810492275,7185.3345
40612,1.2243272,7161.5282448552225,7185.4565
40613,1.2243272,7161.646502074649,7185.575
40614,1.225488,7161.764272638852,7185.6934
40615,1.225488,7161.885936444846,7185.8154
40616,1.2262797,7162.004193664274,7185.934
40617,1.2270955,7162.125857470268,7186.056
40618,1.2253331,7162.244114689695,7186.175
40619,1.2239699,7162.3618852538975,7186.293
40620,1.2226377,7162.4835490598925,7186.415
40621,1.2241123,7162.601806279319,7186.5337
40622,1.2230855,7162.719576843522,7186.652
40623,1.2230855,7162.841727304741,7186.7744
40624,1.2230855,7162.959497868944,7186.8926
40625,1.2230855,7163.081648330162,7187.015
40626,1.2206961,7163.199418894365,7187.1333
40627,1.2191136,7163.3171894585685,7187.2515
40628,1.2155278,7163.439339919787,7187.374
40629,1.2155278,7163.55711048399,7187.492
40630,1.2122,7163.679260945209,7187.6147
40631,1.2122,7163.797031509412,7187.733
40632,1.2097828,7163.915288728838,7187.8516
40633,1.2089391,7164.036952534832,7187.9736
40634,1.2080542,7164.15520975426,7188.0923
40635,1.2049218,7164.272980318463,7188.2104
40636,1.2049218,7164.3951307796815,7188.333
40637,1.2049218,7164.512901343884,7188.451
40638,1.2049218,7164.635051805103,7188.5737
40639,1.2028004,7164.752822369305,7188.692
40640,1.2028004,7164.871079588733,7188.8105
40641,1.2020961,7164.992743394727,7188.9326
40642,1.2009281,7165.111000614154,7189.0513
40643,1.2009281,7165.2287711783565,7189.1694
40644,1.1989666,7165.350921639576,7189.292
40645,1.1989666,7165.468692203778,7189.41
40646,1.1995382,7165.590842664997,7189.5327
40647,1.200102,7165.7086132292,7189.651
40648,1.2009012,7165.826870448626,7189.7695
40649,1.2063882,7165.948534254621,7189.8916
40650,1.2063882,7166.066791474048,7190.0103
40651,1.2063882,7166.184562038251,7190.1284
40652,1.2063882,7166.3067124994695,7190.251
40653,1.208356,7166.424969718897,7190.3696
40654,1.208356,7166.546633524891,7190.4917
40655,1.2085627,7166.664890744319,7190.6104
40656,1.2099179,7166.782661308521,7190.7285
40657,1.2120627,7166.904811769739,7190.851
40658,1.2145329,7167.022582333942,7190.969
40659,1.2145329,7167.144732795161,7191.092
40660,1.2138323,7167.2629900145885,7191.2104
40661,1.2138323,7167.380760578791,7191.3286
40662,1.2140651,7167.50291104001,7191.451
40663,1.2120281,7167.620681604212,7191.5693
40664,1.2120281,7167.73893882364,7191.688
40665,1.2120281,7167.861089284858,7191.8105
40666,1.2120281,7167.978859849061,7191.9287
40667,1.2129046,7168.10101031028,7192.0513
40668,1.2129046,7168.218780874482,7192.1694
40669,1.2160197,7168.3370380939095,7192.288
40670,1.2160197,7168.459188555128,7192.4106
40671,1.215252,7168.576959119331,7192.529
40672,1.2147822,7168.695216338758,7192.6475
40673,1.2147822,7168.817366799976,7192.77
40674,1.2134224,7168.935137364179,7192.888
40675,1.2134224,7169.057287825398,7193.0107
40676,1.2156659,7169.1755450448245,7193.1294
40677,1.2115908,7169.293315609028,7193.2476
40678,1.2115908,7169.415466070246,7193.37
40679,1.2115908,7169.533236634449,7193.4883
40680,1.2115908,7169.651493853876,7193.607
40681,1.2077026,7169.773644315094,7193.7295
40682,1.2077026,7169.891414879297,7193.8477
40683,1.2071775,7170.013565340516,7193.97
40684,1.2071775,7170.131822559943,7194.089
40685,1.2072023,7170.25007977937,7194.2075
40686,1.2056794,7170.371743585364,7194.3296
40687,1.2056794,7170.490000804792,7194.448
40688,1.2098707,7170.61215126601,7194.571
40689,1.2085627,7170.729921830213,7194.689
40690,1.2090055,7170.84817904964,7194.8076
40691,1.2082617,7170.970329510858,7194.93
40692,1.2082617,7171.088100075061,7195.0483
40693,1.2082617,7171.206357294488,7195.167
40694,1.2082617,7171.328507755707,7195.2896
40695,1.2109029,7171.446764975134,7195.408
40696,1.2109029,7171.568428781128,7195.5303
40697,1.2129838,7171.686686000555,7195.649
40698,1.2129838,7171.804943219982,7195.7676
40699,1.2161437,7171.927093681201,7195.89
40700,1.2161437,7172.044864245404,7196.0083
40701,1.2181094,7172.1631214648305,7196.127
40702,1.220276,7172.285271926049,7196.2495
40703,1.219173,7172.403529145476,7196.368
40704,1.2224735,7172.525192951471,7196.49
40705,1.2224735,7172.643450170897,7196.609
40706,1.2224735,7172.761707390324,7196.7275
40707,1.2224735,7172.883857851543,7196.85
40708,1.2204282,7173.0016284157455,7196.9683
40709,1.2204282,7173.123778876965,7197.091
40710,1.2214924,7173.2420360963915,7197.2095
40711,1.2243652,7173.360293315818,7197.328
40712,1.2243652,7173.482443777037,7197.4507
40713,1.2265726,7173.60021434124,7197.569
40714,1.2265726,7173.718471560666,7197.6875
40715,1.2265276,7173.840622021885,7197.81
40716,1.2256861,7173.958879241312,7197.9287
40717,1.2294182,7174.081029702531,7198.0513
40718,1.2327183,7174.1992869219575,7198.17
40719,1.2327183,7174.317057486161,7198.288
40720,1.2327183,7174.439207947379,7198.4106
40721,1.2327183,7174.557465166806,7198.5293
40722,1.2381428,7174.675722386233,7198.648
40723,1.2381428,7174.797872847452,7198.7705
40724,1.2376164,7174.916130066878,7198.889
40725,1.2328781,7175.037793872873,7199.011
40726,1.2316458,7175.1560510923,7199.13
40727,1.2306852,7175.274308311727,7199.2485
40728,1.2306852,7175.396458772945,7199.371
40729,1.2277498,7175.514715992373,7199.4897
40730,1.2277498,7175.632973211799,7199.6084
40731,1.2296412,7175.755123673018,7199.731
40732,1.2252374,7175.872894237221,7199.849
40733,1.2252374,7175.995044698439,7199.9717
40734,1.2252374,7176.113301917866,7200.0903
40735,1.2252374,7176.231559137293,7200.209
40736,1.2251533,7176.353709598512,7200.3315
40737,1.2251533,7176.471966817939,7200.45
40738,1.2270306,7176.594117279157,7200.5728
40739,1.2270306,7176.712374498584,7200.6914
40740,1.2268566,7176.83063171801,7200.81
40741,1.2265754,7176.95278217923,7200.9326
40742,1.2265754,7177.070552743432,7201.051
40743,1.2298508,7177.1888099628595,7201.1694
40744,1.2298508,7177.310960424078,7201.292
40745,1.2259107,7177.429217643505,7201.4106
40746,1.223607,7177.551368104723,7201.533
40747,1.223607,7177.66962532415,7201.652
40748,1.223607,7177.787882543577,7201.7705
40749,1.223607,7177.910033004796,7201.893
40750,1.2185047,7178.0282902242225,7202.0117
40751,1.2185047,7178.146547443649,7202.1304
40752,1.2174791,7178.2686979048685,7202.253
40753,1.2174791,7178.386955124295,7202.3716
40754,1.2168562,7178.509105585514,7202.494
40755,1.2157733,7178.62736280494,7202.613
40756,1.2157733,7178.745620024368,7202.7314
40757,1.2138523,7178.867770485586,7202.854
40758,1.2138523,7178.986027705013,7202.9727
40759,1.2172724,7179.1042849244395,7203.0913
40760,1.217459,7179.226435385658,7203.214
40761,1.217459,7179.344692605086,7203.3325
40762,1.217459,7179.466843066304,7203.455
40763,1.217459,7179.585100285731,7203.5737
40764,1.2199969,7179.703357505157,7203.6924
40765,1.2199969,7179.825507966376,7203.815
40766,1.2206815,7179.943765185803,7203.9336
40767,1.2206815,7180.065915647022,7204.056
40768,1.2210824,7180.1841728664485,7204.175
40769,1.2203399,7180.302430085875,7204.2935
40770,1.2187301,7180.424580547094,7204.416
40771,1.2197459,7180.542837766521,7204.5347
40772,1.2194487,7180.661094985948,7204.6533
40773,1.2194885,7180.783245447166,7204.776
40774,1.2194885,7180.901502666593,7204.8945
40775,1.2194885,7181.023653127812,7205.017
40776,1.2194885,7181.141910347239,7205.1357
40777,1.217352,7181.260167566666,7205.2544
40778,1.217352,7181.382318027884,7205.377
40779,1.2164295,7181.500575247311,7205.4956
40780,1.2171319,7181.618832466738,7205.6143
40781,1.2171319,7181.74146958318,7205.7373
40782,1.2193589,7181.859726802608,7205.856
40783,1.2193589,7181.981877263826,7205.9785
40784,1.2183512,7182.100134483253,7206.097
40785,1.2178988,7182.21839170268,7206.216
40786,1.2170244,7182.340542163898,7206.3384
40787,1.2156813,7182.458799383326,7206.457
40788,1.2156813,7182.577056602752,7206.5757
40789,1.2156813,7182.699207063971,7206.698
40790,1.2156813,7182.817464283397,7206.817
40791,1.21752,7182.94010139984,7206.94
40792,1.21752,7183.058358619267,7207.0586
40793,1.216101,7183.1766158386945,7207.1772
40794,1.2133205,7183.298766299913,7207.3
40795,1.2133205,7183.41702351934,7207.4185
40796,1.2103578,7183.539173980558,7207.541
40797,1.2103578,7183.657431199985,7207.6597
40798,1.2065834,7183.776175074636,7207.779
40799,1.2065834,7183.898325535854,7207.9014
40800,1.2053008,7184.016582755282,7208.02
40801,1.2041694,7184.1348399747085,7208.1387
40802,1.2041694,7184.256990435927,7208.261
40803,1.2041694,7184.375247655354,7208.38
40804,1.2041694,7184.497884771797,7208.503
40805,1.202623,7184.616141991223,7208.6216
40806,1.202623,7184.73439921065,7208.74
40807,1.1970375,7184.856549671868,7208.863
40808,1.1970375,7184.974806891296,7208.9814
40809,1.1940942,7185.0930641107225,7209.1
40810,1.1901253,7185.2157012271655,7209.223
40811,1.1901253,7185.333958446592,7209.342
40812,1.1886644,7185.456108907811,7209.4644
40813,1.1886644,7185.574366127237,7209.583
40814,1.181323,7185.693110001888,7209.702
40815,1.1824849,7185.815260463107,7209.8247
40816,1.1824849,7185.933517682533,7209.9434
40817,1.1824849,7186.055668143753,7210.066
40818,1.1824849,7186.1739253631795,7210.1846
40819,1.1828785,7186.2926692378305,7210.3037
40820,1.1828785,7186.414819699049,7210.4263
40821,1.1860304,7186.533076918476,7210.545
40822,1.1860304,7186.651334137902,7210.6636
40823,1.1904256,7186.773971254345,7210.7866
40824,1.192733,7186.892228473772,7210.9053
40825,1.192733,7187.01437893499,7211.028
40826,1.1991965,7187.132636154418,7211.1465
40827,1.1991965,7187.251380029068,7211.2656
40828,1.2079028,7187.373530490287,7211.388
40829,1.2144413,7187.491787709714,7211.507
40830,1.2144413,7187.610531584365,7211.626
40831,1.2144413,7187.732682045584,7211.7485
40832,1.2144413,7187.85093926501,7211.867
40833,1.2173219,7187.973089726229,7211.9897
40834,1.2173219,7188.09183360088,7212.109
40835,1.223136,7188.2100908203065,7212.2275
40836,1.223136,7188.332241281525,7212.35
40837,1.2243189,7188.450985156176,7212.469
40838,1.2260617,7188.569242375603,7212.588
40839,1.2287003,7188.691392836821,7212.7104
40840,1.2291647,7188.810136711472,7212.8296
40841,1.2299124,7188.932287172691,7212.952
40842,1.2290715,7189.050544392118,7213.071
40843,1.2290715,7189.1692882667685,7213.19
40844,1.2290715,7189.291438727987,7213.3125
40845,1.2290715,7189.409695947415,7213.431
40846,1.2284092,7189.532333063857,7213.554
40847,1.2284092,7189.650590283284,7213.673
40848,1.2300358,7189.768847502711,7213.7915
40849,1.2303624,7189.891484619153,7213.9146
40850,1.2303624,7190.00974183858,7214.033
40851,1.2318336,7190.127999058007,7214.152
40852,1.2318336,7190.25063617445,7214.275
40853,1.2308204,7190.3688933938765,7214.3936
40854,1.231245,7190.491530510319,7214.5166
40855,1.2307905,7190.609787729746,7214.6353
40856,1.2268083,7190.728044949173,7214.754
40857,1.2268083,7190.850682065616,7214.877
40858,1.2268083,7190.968939285042,7214.9956
40859,1.2268083,7191.087196504469,7215.1143
40860,1.2261307,7191.209833620912,7215.2373
40861,1.2261307,7191.3280908403385,7215.356
40862,1.2264423,7191.4507279567815,7215.479
40863,1.2267246,7191.568985176208,7215.5977
40864,1.2267246,7191.687729050859,7215.717
40865,1.2263905,7191.809879512078,7215.8394
40866,1.2263905,7191.928136731504,7215.958
40867,1.2249666,7192.046880606155,7216.077
40868,1.2249666,7192.169031067374,7216.1997
40869,1.2277184,7192.287774942025,7216.319
40870,1.2290832,7192.4099254032435,7216.4414
40871,1.2290832,7192.528669277895,7216.5605
40872,1.2290832,7192.646926497321,7216.679
40873,1.2290832,7192.769563613764,7216.8022
40874,1.2283748,7192.887820833191,7216.921
40875,1.2283748,7193.010457949633,7217.044
40876,1.2279173,7193.12871516906,7217.1626
40877,1.2283341,7193.246972388487,7217.2812
40878,1.2266285,7193.36960950493,7217.4043
40879,1.2269537,7193.4878667243565,7217.523
40880,1.2269537,7193.606610599008,7217.642
40881,1.2270901,7193.728761060226,7217.7646
40882,1.2270901,7193.847504934876,7217.884
40883,1.2245919,7193.969655396096,7218.0063
40884,1.2278761,7194.088399270746,7218.1255
40885,1.2278761,7194.206656490173,7218.244
40886,1.2278761,7194.3292936066155,7218.367
40887,1.2278761,7194.447550826043,7218.486
40888,1.2323216,7194.566294700693,7218.605
40889,1.2323216,7194.688445161912,7218.7275
40890,1.2273877,7194.807189036563,7218.8467
40891,1.2273877,7194.929826153006,7218.9697
40892,1.2265521,7195.048083372432,7219.0884
40893,1.2280191,7195.166827247083,7219.2075
40894,1.2280191,7195.288977708302,7219.33
40895,1.2288848,7195.407721582953,7219.449
40896,1.2288848,7195.5259788023795,7219.568
40897,1.2269489,7195.6486159188225,7219.691
40898,1.2232027,7195.766873138249,7219.8096
40899,1.2232027,7195.889510254691,7219.9326
40900,1.2232027,7196.008254129342,7220.052
40901,1.2232027,7196.126511348769,7220.1704
40902,1.223018,7196.249148465212,7220.2935
40903,1.223018,7196.3674056846385,7220.412
40904,1.2236345,7196.4900428010815,7220.535
40905,1.2236345,7196.608300020508,7220.654
